"X" "Y"
11.18265 44.34
11.18265 44.295
11.11955 44.295
11.11955 44.34
NA NA
11.18265 44.34
11.24575 44.34
11.24575 44.295
11.18265 44.295
11.18265 44.34
NA NA
11.24565 44.34
11.30875 44.34
11.30875 44.295
11.24565 44.295
11.24565 44.34
NA NA
11.30875 44.34
11.37185 44.34
11.37185 44.295
11.30875 44.295
11.30875 44.34
NA NA
11.37175 44.34
11.43485 44.34
11.43485 44.295
11.37175 44.295
11.37175 44.34
NA NA
11.43485 44.34
11.49795 44.34
11.49795 44.295
11.43485 44.295
11.43485 44.34
NA NA
11.49785 44.34
11.56095 44.34
11.56095 44.295
11.49785 44.295
11.49785 44.34
NA NA
11.56095 44.34
11.62405 44.34
11.62405 44.295
11.56095 44.295
11.56095 44.34
NA NA
11.62395 44.34
11.68705 44.34
11.68705 44.295
11.62395 44.295
11.62395 44.34
NA NA
11.68705 44.34
11.75015 44.34
11.75015 44.295
11.68705 44.295
11.68705 44.34
NA NA
11.75005 44.34
11.81315 44.34
11.81315 44.295
11.75005 44.295
11.75005 44.34
NA NA
11.81315 44.34
11.87625 44.34
11.87625 44.295
11.81315 44.295
11.81315 44.34
NA NA
11.87615 44.34
11.93925 44.34
11.93925 44.295
11.87615 44.295
11.87615 44.34
NA NA
11.93925 44.34
12.00235 44.34
12.00235 44.295
11.93925 44.295
11.93925 44.34
NA NA
12.00225 44.34
12.06535 44.34
12.06535 44.295
12.00225 44.295
12.00225 44.34
NA NA
12.06535 44.34
12.12845 44.34
12.12845 44.295
12.06535 44.295
12.06535 44.34
NA NA
12.12835 44.34
12.19145 44.34
12.19145 44.295
12.12835 44.295
12.12835 44.34
NA NA
12.19145 44.34
12.25455 44.34
12.25455 44.295
12.19145 44.295
12.19145 44.34
NA NA
12.25445 44.34
12.31755 44.34
12.31755 44.295
12.25445 44.295
12.25445 44.34
NA NA
12.31755 44.34
12.38065 44.34
12.38065 44.295
12.31755 44.295
12.31755 44.34
NA NA
9.66942 44.385
9.73252 44.385
9.73252 44.34
9.66942 44.34
9.66942 44.385
NA NA
9.73247 44.385
9.79557 44.385
9.79557 44.34
9.73247 44.34
9.73247 44.385
NA NA
9.98465 44.385
10.04775 44.385
10.04775 44.34
9.98465 44.34
9.98465 44.385
NA NA
10.04775 44.385
10.11085 44.385
10.11085 44.34
10.04775 44.34
10.04775 44.385
NA NA
10.11075 44.385
10.17385 44.385
10.17385 44.34
10.11075 44.34
10.11075 44.385
NA NA
10.17385 44.385
10.23695 44.385
10.23695 44.34
10.17385 44.34
10.17385 44.385
NA NA
10.23685 44.385
10.29995 44.385
10.29995 44.34
10.23685 44.34
10.23685 44.385
NA NA
10.29995 44.385
10.36305 44.385
10.36305 44.34
10.29995 44.34
10.29995 44.385
NA NA
10.36295 44.385
10.42605 44.385
10.42605 44.34
10.36295 44.34
10.36295 44.385
NA NA
10.42605 44.385
10.48915 44.385
10.48915 44.34
10.42605 44.34
10.42605 44.385
NA NA
10.48905 44.385
10.55215 44.385
10.55215 44.34
10.48905 44.34
10.48905 44.385
NA NA
10.55215 44.385
10.61525 44.385
10.61525 44.34
10.55215 44.34
10.55215 44.385
NA NA
10.61515 44.385
10.67825 44.385
10.67825 44.34
10.61515 44.34
10.61515 44.385
NA NA
10.67825 44.385
10.74135 44.385
10.74135 44.34
10.67825 44.34
10.67825 44.385
NA NA
10.74125 44.385
10.80435 44.385
10.80435 44.34
10.74125 44.34
10.74125 44.385
NA NA
10.80435 44.385
10.86745 44.385
10.86745 44.34
10.80435 44.34
10.80435 44.385
NA NA
10.86735 44.385
10.93045 44.385
10.93045 44.34
10.86735 44.34
10.86735 44.385
NA NA
10.93045 44.385
10.99355 44.385
10.99355 44.34
10.93045 44.34
10.93045 44.385
NA NA
10.99345 44.385
11.05655 44.385
11.05655 44.34
10.99345 44.34
10.99345 44.385
NA NA
11.05655 44.385
11.11965 44.385
11.11965 44.34
11.05655 44.34
11.05655 44.385
NA NA
11.11955 44.385
11.18265 44.385
11.18265 44.34
11.11955 44.34
11.11955 44.385
NA NA
11.18265 44.385
11.24575 44.385
11.24575 44.34
11.18265 44.34
11.18265 44.385
NA NA
11.24565 44.385
11.30875 44.385
11.30875 44.34
11.24565 44.34
11.24565 44.385
NA NA
11.30875 44.385
11.37185 44.385
11.37185 44.34
11.30875 44.34
11.30875 44.385
NA NA
11.37175 44.385
11.43485 44.385
11.43485 44.34
11.37175 44.34
11.37175 44.385
NA NA
11.43485 44.385
11.49795 44.385
11.49795 44.34
11.43485 44.34
11.43485 44.385
NA NA
11.49785 44.385
11.56095 44.385
11.56095 44.34
11.49785 44.34
11.49785 44.385
NA NA
11.56095 44.385
11.62405 44.385
11.62405 44.34
11.56095 44.34
11.56095 44.385
NA NA
11.62395 44.385
11.68705 44.385
11.68705 44.34
11.62395 44.34
11.62395 44.385
NA NA
11.68705 44.385
11.75015 44.385
11.75015 44.34
11.68705 44.34
11.68705 44.385
NA NA
11.75005 44.385
11.81315 44.385
11.81315 44.34
11.75005 44.34
11.75005 44.385
NA NA
11.81315 44.385
11.87625 44.385
11.87625 44.34
11.81315 44.34
11.81315 44.385
NA NA
11.87615 44.385
11.93925 44.385
11.93925 44.34
11.87615 44.34
11.87615 44.385
NA NA
11.93925 44.385
12.00235 44.385
12.00235 44.34
11.93925 44.34
11.93925 44.385
NA NA
12.00225 44.385
12.06535 44.385
12.06535 44.34
12.00225 44.34
12.00225 44.385
NA NA
12.06535 44.385
12.12845 44.385
12.12845 44.34
12.06535 44.34
12.06535 44.385
NA NA
12.12835 44.385
12.19145 44.385
12.19145 44.34
12.12835 44.34
12.12835 44.385
NA NA
12.19145 44.385
12.25455 44.385
12.25455 44.34
12.19145 44.34
12.19145 44.385
NA NA
12.25445 44.385
12.31755 44.385
12.31755 44.34
12.25445 44.34
12.25445 44.385
NA NA
12.31755 44.385
12.38065 44.385
12.38065 44.34
12.31755 44.34
12.31755 44.385
NA NA
9.41722 44.43
9.48032 44.43
9.48032 44.385
9.41722 44.385
9.41722 44.43
NA NA
9.48027 44.43
9.54337 44.43
9.54337 44.385
9.48027 44.385
9.48027 44.43
NA NA
9.54332 44.43
9.60642 44.43
9.60642 44.385
9.54332 44.385
9.54332 44.43
NA NA
9.60637 44.43
9.66947 44.43
9.66947 44.385
9.60637 44.385
9.60637 44.43
NA NA
9.66942 44.43
9.73252 44.43
9.73252 44.385
9.66942 44.385
9.66942 44.43
NA NA
9.73247 44.43
9.79557 44.43
9.79557 44.385
9.73247 44.385
9.73247 44.43
NA NA
9.98465 44.43
10.04775 44.43
10.04775 44.385
9.98465 44.385
9.98465 44.43
NA NA
10.04775 44.43
10.11085 44.43
10.11085 44.385
10.04775 44.385
10.04775 44.43
NA NA
10.11075 44.43
10.17385 44.43
10.17385 44.385
10.11075 44.385
10.11075 44.43
NA NA
10.17385 44.43
10.23695 44.43
10.23695 44.385
10.17385 44.385
10.17385 44.43
NA NA
10.23685 44.43
10.29995 44.43
10.29995 44.385
10.23685 44.385
10.23685 44.43
NA NA
10.29995 44.43
10.36305 44.43
10.36305 44.385
10.29995 44.385
10.29995 44.43
NA NA
10.36295 44.43
10.42605 44.43
10.42605 44.385
10.36295 44.385
10.36295 44.43
NA NA
10.42605 44.43
10.48915 44.43
10.48915 44.385
10.42605 44.385
10.42605 44.43
NA NA
10.48905 44.43
10.55215 44.43
10.55215 44.385
10.48905 44.385
10.48905 44.43
NA NA
10.55215 44.43
10.61525 44.43
10.61525 44.385
10.55215 44.385
10.55215 44.43
NA NA
10.61515 44.43
10.67825 44.43
10.67825 44.385
10.61515 44.385
10.61515 44.43
NA NA
10.67825 44.43
10.74135 44.43
10.74135 44.385
10.67825 44.385
10.67825 44.43
NA NA
10.74125 44.43
10.80435 44.43
10.80435 44.385
10.74125 44.385
10.74125 44.43
NA NA
10.80435 44.43
10.86745 44.43
10.86745 44.385
10.80435 44.385
10.80435 44.43
NA NA
10.86735 44.43
10.93045 44.43
10.93045 44.385
10.86735 44.385
10.86735 44.43
NA NA
10.93045 44.43
10.99355 44.43
10.99355 44.385
10.93045 44.385
10.93045 44.43
NA NA
10.99345 44.43
11.05655 44.43
11.05655 44.385
10.99345 44.385
10.99345 44.43
NA NA
11.05655 44.43
11.11965 44.43
11.11965 44.385
11.05655 44.385
11.05655 44.43
NA NA
11.11955 44.43
11.18265 44.43
11.18265 44.385
11.11955 44.385
11.11955 44.43
NA NA
11.18265 44.43
11.24575 44.43
11.24575 44.385
11.18265 44.385
11.18265 44.43
NA NA
11.24565 44.43
11.30875 44.43
11.30875 44.385
11.24565 44.385
11.24565 44.43
NA NA
11.30875 44.43
11.37185 44.43
11.37185 44.385
11.30875 44.385
11.30875 44.43
NA NA
11.37175 44.43
11.43485 44.43
11.43485 44.385
11.37175 44.385
11.37175 44.43
NA NA
11.43485 44.43
11.49795 44.43
11.49795 44.385
11.43485 44.385
11.43485 44.43
NA NA
11.49785 44.43
11.56095 44.43
11.56095 44.385
11.49785 44.385
11.49785 44.43
NA NA
11.56095 44.43
11.62405 44.43
11.62405 44.385
11.56095 44.385
11.56095 44.43
NA NA
11.62395 44.43
11.68705 44.43
11.68705 44.385
11.62395 44.385
11.62395 44.43
NA NA
11.68705 44.43
11.75015 44.43
11.75015 44.385
11.68705 44.385
11.68705 44.43
NA NA
11.75005 44.43
11.81315 44.43
11.81315 44.385
11.75005 44.385
11.75005 44.43
NA NA
11.81315 44.43
11.87625 44.43
11.87625 44.385
11.81315 44.385
11.81315 44.43
NA NA
11.87615 44.43
11.93925 44.43
11.93925 44.385
11.87615 44.385
11.87615 44.43
NA NA
11.93925 44.43
12.00235 44.43
12.00235 44.385
11.93925 44.385
11.93925 44.43
NA NA
12.00225 44.43
12.06535 44.43
12.06535 44.385
12.00225 44.385
12.00225 44.43
NA NA
12.06535 44.43
12.12845 44.43
12.12845 44.385
12.06535 44.385
12.06535 44.43
NA NA
12.12835 44.43
12.19145 44.43
12.19145 44.385
12.12835 44.385
12.12835 44.43
NA NA
12.19145 44.43
12.25455 44.43
12.25455 44.385
12.19145 44.385
12.19145 44.43
NA NA
12.25445 44.43
12.31755 44.43
12.31755 44.385
12.25445 44.385
12.25445 44.43
NA NA
12.31755 44.43
12.38065 44.43
12.38065 44.385
12.31755 44.385
12.31755 44.43
NA NA
9.41722 44.475
9.48032 44.475
9.48032 44.43
9.41722 44.43
9.41722 44.475
NA NA
9.48027 44.475
9.54337 44.475
9.54337 44.43
9.48027 44.43
9.48027 44.475
NA NA
9.54332 44.475
9.60642 44.475
9.60642 44.43
9.54332 44.43
9.54332 44.475
NA NA
9.60637 44.475
9.66947 44.475
9.66947 44.43
9.60637 44.43
9.60637 44.475
NA NA
9.66942 44.475
9.73252 44.475
9.73252 44.43
9.66942 44.43
9.66942 44.475
NA NA
9.73247 44.475
9.79557 44.475
9.79557 44.43
9.73247 44.43
9.73247 44.475
NA NA
9.79552 44.475
9.85862 44.475
9.85862 44.43
9.79552 44.43
9.79552 44.475
NA NA
9.85857 44.475
9.92167 44.475
9.92167 44.43
9.85857 44.43
9.85857 44.475
NA NA
9.92162 44.475
9.98472 44.475
9.98472 44.43
9.92162 44.43
9.92162 44.475
NA NA
9.98465 44.475
10.04775 44.475
10.04775 44.43
9.98465 44.43
9.98465 44.475
NA NA
10.04775 44.475
10.11085 44.475
10.11085 44.43
10.04775 44.43
10.04775 44.475
NA NA
10.11075 44.475
10.17385 44.475
10.17385 44.43
10.11075 44.43
10.11075 44.475
NA NA
10.17385 44.475
10.23695 44.475
10.23695 44.43
10.17385 44.43
10.17385 44.475
NA NA
10.23685 44.475
10.29995 44.475
10.29995 44.43
10.23685 44.43
10.23685 44.475
NA NA
10.29995 44.475
10.36305 44.475
10.36305 44.43
10.29995 44.43
10.29995 44.475
NA NA
10.36295 44.475
10.42605 44.475
10.42605 44.43
10.36295 44.43
10.36295 44.475
NA NA
10.42605 44.475
10.48915 44.475
10.48915 44.43
10.42605 44.43
10.42605 44.475
NA NA
10.48905 44.475
10.55215 44.475
10.55215 44.43
10.48905 44.43
10.48905 44.475
NA NA
10.55215 44.475
10.61525 44.475
10.61525 44.43
10.55215 44.43
10.55215 44.475
NA NA
10.61515 44.475
10.67825 44.475
10.67825 44.43
10.61515 44.43
10.61515 44.475
NA NA
10.67825 44.475
10.74135 44.475
10.74135 44.43
10.67825 44.43
10.67825 44.475
NA NA
10.74125 44.475
10.80435 44.475
10.80435 44.43
10.74125 44.43
10.74125 44.475
NA NA
10.80435 44.475
10.86745 44.475
10.86745 44.43
10.80435 44.43
10.80435 44.475
NA NA
10.86735 44.475
10.93045 44.475
10.93045 44.43
10.86735 44.43
10.86735 44.475
NA NA
10.93045 44.475
10.99355 44.475
10.99355 44.43
10.93045 44.43
10.93045 44.475
NA NA
10.99345 44.475
11.05655 44.475
11.05655 44.43
10.99345 44.43
10.99345 44.475
NA NA
11.05655 44.475
11.11965 44.475
11.11965 44.43
11.05655 44.43
11.05655 44.475
NA NA
11.11955 44.475
11.18265 44.475
11.18265 44.43
11.11955 44.43
11.11955 44.475
NA NA
11.18265 44.475
11.24575 44.475
11.24575 44.43
11.18265 44.43
11.18265 44.475
NA NA
11.24565 44.475
11.30875 44.475
11.30875 44.43
11.24565 44.43
11.24565 44.475
NA NA
11.30875 44.475
11.37185 44.475
11.37185 44.43
11.30875 44.43
11.30875 44.475
NA NA
11.37175 44.475
11.43485 44.475
11.43485 44.43
11.37175 44.43
11.37175 44.475
NA NA
11.43485 44.475
11.49795 44.475
11.49795 44.43
11.43485 44.43
11.43485 44.475
NA NA
11.49785 44.475
11.56095 44.475
11.56095 44.43
11.49785 44.43
11.49785 44.475
NA NA
11.56095 44.475
11.62405 44.475
11.62405 44.43
11.56095 44.43
11.56095 44.475
NA NA
11.62395 44.475
11.68705 44.475
11.68705 44.43
11.62395 44.43
11.62395 44.475
NA NA
11.68705 44.475
11.75015 44.475
11.75015 44.43
11.68705 44.43
11.68705 44.475
NA NA
11.75005 44.475
11.81315 44.475
11.81315 44.43
11.75005 44.43
11.75005 44.475
NA NA
11.81315 44.475
11.87625 44.475
11.87625 44.43
11.81315 44.43
11.81315 44.475
NA NA
11.87615 44.475
11.93925 44.475
11.93925 44.43
11.87615 44.43
11.87615 44.475
NA NA
11.93925 44.475
12.00235 44.475
12.00235 44.43
11.93925 44.43
11.93925 44.475
NA NA
12.00225 44.475
12.06535 44.475
12.06535 44.43
12.00225 44.43
12.00225 44.475
NA NA
12.06535 44.475
12.12845 44.475
12.12845 44.43
12.06535 44.43
12.06535 44.475
NA NA
12.12835 44.475
12.19145 44.475
12.19145 44.43
12.12835 44.43
12.12835 44.475
NA NA
12.19145 44.475
12.25455 44.475
12.25455 44.43
12.19145 44.43
12.19145 44.475
NA NA
12.25445 44.475
12.31755 44.475
12.31755 44.43
12.25445 44.43
12.25445 44.475
NA NA
9.41722 44.52
9.48032 44.52
9.48032 44.475
9.41722 44.475
9.41722 44.52
NA NA
9.48027 44.52
9.54337 44.52
9.54337 44.475
9.48027 44.475
9.48027 44.52
NA NA
9.54332 44.52
9.60642 44.52
9.60642 44.475
9.54332 44.475
9.54332 44.52
NA NA
9.60637 44.52
9.66947 44.52
9.66947 44.475
9.60637 44.475
9.60637 44.52
NA NA
9.66942 44.52
9.73252 44.52
9.73252 44.475
9.66942 44.475
9.66942 44.52
NA NA
9.73247 44.52
9.79557 44.52
9.79557 44.475
9.73247 44.475
9.73247 44.52
NA NA
9.79552 44.52
9.85862 44.52
9.85862 44.475
9.79552 44.475
9.79552 44.52
NA NA
9.85857 44.52
9.92167 44.52
9.92167 44.475
9.85857 44.475
9.85857 44.52
NA NA
9.92162 44.52
9.98472 44.52
9.98472 44.475
9.92162 44.475
9.92162 44.52
NA NA
9.98465 44.52
10.04775 44.52
10.04775 44.475
9.98465 44.475
9.98465 44.52
NA NA
10.04775 44.52
10.11085 44.52
10.11085 44.475
10.04775 44.475
10.04775 44.52
NA NA
10.11075 44.52
10.17385 44.52
10.17385 44.475
10.11075 44.475
10.11075 44.52
NA NA
10.17385 44.52
10.23695 44.52
10.23695 44.475
10.17385 44.475
10.17385 44.52
NA NA
10.23685 44.52
10.29995 44.52
10.29995 44.475
10.23685 44.475
10.23685 44.52
NA NA
10.29995 44.52
10.36305 44.52
10.36305 44.475
10.29995 44.475
10.29995 44.52
NA NA
10.36295 44.52
10.42605 44.52
10.42605 44.475
10.36295 44.475
10.36295 44.52
NA NA
10.42605 44.52
10.48915 44.52
10.48915 44.475
10.42605 44.475
10.42605 44.52
NA NA
10.48905 44.52
10.55215 44.52
10.55215 44.475
10.48905 44.475
10.48905 44.52
NA NA
10.55215 44.52
10.61525 44.52
10.61525 44.475
10.55215 44.475
10.55215 44.52
NA NA
10.61515 44.52
10.67825 44.52
10.67825 44.475
10.61515 44.475
10.61515 44.52
NA NA
10.67825 44.52
10.74135 44.52
10.74135 44.475
10.67825 44.475
10.67825 44.52
NA NA
10.74125 44.52
10.80435 44.52
10.80435 44.475
10.74125 44.475
10.74125 44.52
NA NA
10.80435 44.52
10.86745 44.52
10.86745 44.475
10.80435 44.475
10.80435 44.52
NA NA
10.86735 44.52
10.93045 44.52
10.93045 44.475
10.86735 44.475
10.86735 44.52
NA NA
10.93045 44.52
10.99355 44.52
10.99355 44.475
10.93045 44.475
10.93045 44.52
NA NA
10.99345 44.52
11.05655 44.52
11.05655 44.475
10.99345 44.475
10.99345 44.52
NA NA
11.05655 44.52
11.11965 44.52
11.11965 44.475
11.05655 44.475
11.05655 44.52
NA NA
11.11955 44.52
11.18265 44.52
11.18265 44.475
11.11955 44.475
11.11955 44.52
NA NA
11.18265 44.52
11.24575 44.52
11.24575 44.475
11.18265 44.475
11.18265 44.52
NA NA
11.24565 44.52
11.30875 44.52
11.30875 44.475
11.24565 44.475
11.24565 44.52
NA NA
11.30875 44.52
11.37185 44.52
11.37185 44.475
11.30875 44.475
11.30875 44.52
NA NA
11.37175 44.52
11.43485 44.52
11.43485 44.475
11.37175 44.475
11.37175 44.52
NA NA
11.43485 44.52
11.49795 44.52
11.49795 44.475
11.43485 44.475
11.43485 44.52
NA NA
11.49785 44.52
11.56095 44.52
11.56095 44.475
11.49785 44.475
11.49785 44.52
NA NA
11.56095 44.52
11.62405 44.52
11.62405 44.475
11.56095 44.475
11.56095 44.52
NA NA
11.62395 44.52
11.68705 44.52
11.68705 44.475
11.62395 44.475
11.62395 44.52
NA NA
11.68705 44.52
11.75015 44.52
11.75015 44.475
11.68705 44.475
11.68705 44.52
NA NA
11.75005 44.52
11.81315 44.52
11.81315 44.475
11.75005 44.475
11.75005 44.52
NA NA
11.81315 44.52
11.87625 44.52
11.87625 44.475
11.81315 44.475
11.81315 44.52
NA NA
11.87615 44.52
11.93925 44.52
11.93925 44.475
11.87615 44.475
11.87615 44.52
NA NA
11.93925 44.52
12.00235 44.52
12.00235 44.475
11.93925 44.475
11.93925 44.52
NA NA
12.00225 44.52
12.06535 44.52
12.06535 44.475
12.00225 44.475
12.00225 44.52
NA NA
12.06535 44.52
12.12845 44.52
12.12845 44.475
12.06535 44.475
12.06535 44.52
NA NA
12.12835 44.52
12.19145 44.52
12.19145 44.475
12.12835 44.475
12.12835 44.52
NA NA
12.19145 44.52
12.25455 44.52
12.25455 44.475
12.19145 44.475
12.19145 44.52
NA NA
12.25445 44.52
12.31755 44.52
12.31755 44.475
12.25445 44.475
12.25445 44.52
NA NA
9.41722 44.565
9.48032 44.565
9.48032 44.52
9.41722 44.52
9.41722 44.565
NA NA
9.48027 44.565
9.54337 44.565
9.54337 44.52
9.48027 44.52
9.48027 44.565
NA NA
9.54332 44.565
9.60642 44.565
9.60642 44.52
9.54332 44.52
9.54332 44.565
NA NA
9.60637 44.565
9.66947 44.565
9.66947 44.52
9.60637 44.52
9.60637 44.565
NA NA
9.66942 44.565
9.73252 44.565
9.73252 44.52
9.66942 44.52
9.66942 44.565
NA NA
9.73247 44.565
9.79557 44.565
9.79557 44.52
9.73247 44.52
9.73247 44.565
NA NA
9.79552 44.565
9.85862 44.565
9.85862 44.52
9.79552 44.52
9.79552 44.565
NA NA
9.85857 44.565
9.92167 44.565
9.92167 44.52
9.85857 44.52
9.85857 44.565
NA NA
9.92162 44.565
9.98472 44.565
9.98472 44.52
9.92162 44.52
9.92162 44.565
NA NA
9.98465 44.565
10.04775 44.565
10.04775 44.52
9.98465 44.52
9.98465 44.565
NA NA
10.04775 44.565
10.11085 44.565
10.11085 44.52
10.04775 44.52
10.04775 44.565
NA NA
10.11075 44.565
10.17385 44.565
10.17385 44.52
10.11075 44.52
10.11075 44.565
NA NA
10.17385 44.565
10.23695 44.565
10.23695 44.52
10.17385 44.52
10.17385 44.565
NA NA
10.23685 44.565
10.29995 44.565
10.29995 44.52
10.23685 44.52
10.23685 44.565
NA NA
10.29995 44.565
10.36305 44.565
10.36305 44.52
10.29995 44.52
10.29995 44.565
NA NA
10.36295 44.565
10.42605 44.565
10.42605 44.52
10.36295 44.52
10.36295 44.565
NA NA
10.42605 44.565
10.48915 44.565
10.48915 44.52
10.42605 44.52
10.42605 44.565
NA NA
10.48905 44.565
10.55215 44.565
10.55215 44.52
10.48905 44.52
10.48905 44.565
NA NA
10.55215 44.565
10.61525 44.565
10.61525 44.52
10.55215 44.52
10.55215 44.565
NA NA
10.61515 44.565
10.67825 44.565
10.67825 44.52
10.61515 44.52
10.61515 44.565
NA NA
10.67825 44.565
10.74135 44.565
10.74135 44.52
10.67825 44.52
10.67825 44.565
NA NA
10.74125 44.565
10.80435 44.565
10.80435 44.52
10.74125 44.52
10.74125 44.565
NA NA
10.80435 44.565
10.86745 44.565
10.86745 44.52
10.80435 44.52
10.80435 44.565
NA NA
10.86735 44.565
10.93045 44.565
10.93045 44.52
10.86735 44.52
10.86735 44.565
NA NA
10.93045 44.565
10.99355 44.565
10.99355 44.52
10.93045 44.52
10.93045 44.565
NA NA
10.99345 44.565
11.05655 44.565
11.05655 44.52
10.99345 44.52
10.99345 44.565
NA NA
11.05655 44.565
11.11965 44.565
11.11965 44.52
11.05655 44.52
11.05655 44.565
NA NA
11.11955 44.565
11.18265 44.565
11.18265 44.52
11.11955 44.52
11.11955 44.565
NA NA
11.18265 44.565
11.24575 44.565
11.24575 44.52
11.18265 44.52
11.18265 44.565
NA NA
11.24565 44.565
11.30875 44.565
11.30875 44.52
11.24565 44.52
11.24565 44.565
NA NA
11.30875 44.565
11.37185 44.565
11.37185 44.52
11.30875 44.52
11.30875 44.565
NA NA
11.37175 44.565
11.43485 44.565
11.43485 44.52
11.37175 44.52
11.37175 44.565
NA NA
11.43485 44.565
11.49795 44.565
11.49795 44.52
11.43485 44.52
11.43485 44.565
NA NA
11.49785 44.565
11.56095 44.565
11.56095 44.52
11.49785 44.52
11.49785 44.565
NA NA
11.56095 44.565
11.62405 44.565
11.62405 44.52
11.56095 44.52
11.56095 44.565
NA NA
11.62395 44.565
11.68705 44.565
11.68705 44.52
11.62395 44.52
11.62395 44.565
NA NA
11.68705 44.565
11.75015 44.565
11.75015 44.52
11.68705 44.52
11.68705 44.565
NA NA
11.75005 44.565
11.81315 44.565
11.81315 44.52
11.75005 44.52
11.75005 44.565
NA NA
11.81315 44.565
11.87625 44.565
11.87625 44.52
11.81315 44.52
11.81315 44.565
NA NA
11.87615 44.565
11.93925 44.565
11.93925 44.52
11.87615 44.52
11.87615 44.565
NA NA
11.93925 44.565
12.00235 44.565
12.00235 44.52
11.93925 44.52
11.93925 44.565
NA NA
12.00225 44.565
12.06535 44.565
12.06535 44.52
12.00225 44.52
12.00225 44.565
NA NA
12.06535 44.565
12.12845 44.565
12.12845 44.52
12.06535 44.52
12.06535 44.565
NA NA
12.12835 44.565
12.19145 44.565
12.19145 44.52
12.12835 44.52
12.12835 44.565
NA NA
12.19145 44.565
12.25455 44.565
12.25455 44.52
12.19145 44.52
12.19145 44.565
NA NA
12.25445 44.565
12.31755 44.565
12.31755 44.52
12.25445 44.52
12.25445 44.565
NA NA
9.22807 44.61
9.29117 44.61
9.29117 44.565
9.22807 44.565
9.22807 44.61
NA NA
9.29112 44.61
9.35422 44.61
9.35422 44.565
9.29112 44.565
9.29112 44.61
NA NA
9.35417 44.61
9.41727 44.61
9.41727 44.565
9.35417 44.565
9.35417 44.61
NA NA
9.41722 44.61
9.48032 44.61
9.48032 44.565
9.41722 44.565
9.41722 44.61
NA NA
9.48027 44.61
9.54337 44.61
9.54337 44.565
9.48027 44.565
9.48027 44.61
NA NA
9.54332 44.61
9.60642 44.61
9.60642 44.565
9.54332 44.565
9.54332 44.61
NA NA
9.60637 44.61
9.66947 44.61
9.66947 44.565
9.60637 44.565
9.60637 44.61
NA NA
9.66942 44.61
9.73252 44.61
9.73252 44.565
9.66942 44.565
9.66942 44.61
NA NA
9.73247 44.61
9.79557 44.61
9.79557 44.565
9.73247 44.565
9.73247 44.61
NA NA
9.79552 44.61
9.85862 44.61
9.85862 44.565
9.79552 44.565
9.79552 44.61
NA NA
9.85857 44.61
9.92167 44.61
9.92167 44.565
9.85857 44.565
9.85857 44.61
NA NA
9.92162 44.61
9.98472 44.61
9.98472 44.565
9.92162 44.565
9.92162 44.61
NA NA
9.98465 44.61
10.04775 44.61
10.04775 44.565
9.98465 44.565
9.98465 44.61
NA NA
10.04775 44.61
10.11085 44.61
10.11085 44.565
10.04775 44.565
10.04775 44.61
NA NA
10.11075 44.61
10.17385 44.61
10.17385 44.565
10.11075 44.565
10.11075 44.61
NA NA
10.17385 44.61
10.23695 44.61
10.23695 44.565
10.17385 44.565
10.17385 44.61
NA NA
10.23685 44.61
10.29995 44.61
10.29995 44.565
10.23685 44.565
10.23685 44.61
NA NA
10.29995 44.61
10.36305 44.61
10.36305 44.565
10.29995 44.565
10.29995 44.61
NA NA
10.36295 44.61
10.42605 44.61
10.42605 44.565
10.36295 44.565
10.36295 44.61
NA NA
10.42605 44.61
10.48915 44.61
10.48915 44.565
10.42605 44.565
10.42605 44.61
NA NA
10.48905 44.61
10.55215 44.61
10.55215 44.565
10.48905 44.565
10.48905 44.61
NA NA
10.55215 44.61
10.61525 44.61
10.61525 44.565
10.55215 44.565
10.55215 44.61
NA NA
10.61515 44.61
10.67825 44.61
10.67825 44.565
10.61515 44.565
10.61515 44.61
NA NA
10.67825 44.61
10.74135 44.61
10.74135 44.565
10.67825 44.565
10.67825 44.61
NA NA
10.74125 44.61
10.80435 44.61
10.80435 44.565
10.74125 44.565
10.74125 44.61
NA NA
10.80435 44.61
10.86745 44.61
10.86745 44.565
10.80435 44.565
10.80435 44.61
NA NA
10.86735 44.61
10.93045 44.61
10.93045 44.565
10.86735 44.565
10.86735 44.61
NA NA
10.93045 44.61
10.99355 44.61
10.99355 44.565
10.93045 44.565
10.93045 44.61
NA NA
10.99345 44.61
11.05655 44.61
11.05655 44.565
10.99345 44.565
10.99345 44.61
NA NA
11.05655 44.61
11.11965 44.61
11.11965 44.565
11.05655 44.565
11.05655 44.61
NA NA
11.11955 44.61
11.18265 44.61
11.18265 44.565
11.11955 44.565
11.11955 44.61
NA NA
11.18265 44.61
11.24575 44.61
11.24575 44.565
11.18265 44.565
11.18265 44.61
NA NA
11.24565 44.61
11.30875 44.61
11.30875 44.565
11.24565 44.565
11.24565 44.61
NA NA
11.30875 44.61
11.37185 44.61
11.37185 44.565
11.30875 44.565
11.30875 44.61
NA NA
11.37175 44.61
11.43485 44.61
11.43485 44.565
11.37175 44.565
11.37175 44.61
NA NA
11.43485 44.61
11.49795 44.61
11.49795 44.565
11.43485 44.565
11.43485 44.61
NA NA
11.49785 44.61
11.56095 44.61
11.56095 44.565
11.49785 44.565
11.49785 44.61
NA NA
11.56095 44.61
11.62405 44.61
11.62405 44.565
11.56095 44.565
11.56095 44.61
NA NA
